$	$	Nan
masuuliyaddii	nhiệm	None
masuuliyad	nhiệm	None
masiixiga	hữu	None
masiixiyad	kitô	None
masiixiyiintu	hữu	None
masjid	hồi	None
masjidka	hồi	None
masjidul	hồi	None
maskax	trí	None
mashruuca	dự	None
maskaxda	trí	None
maslax	masishima	Nan
maslaxad	nhuận	None
masno	hiểu	None
masraxa	khấu	None
massagada	xa	None
massare	xa	None
masuul	nhiệm	None
maskaxdii	trí	None
odhane	hơn	None
midkod	hoặc	None
midnimada	kết	None
mudanahay	đáng	None
mudane	quý	None
mudar	mũi	None
mudda	đoạn	None
muddad	đoạn	None
muddadii	đoạn	None
muddo	đoạn	None
mudhalib	biến	None
mudo	đoạn	None
mudrik	mudrik	Nan
mudug	bùn	None
mudulood	ngồi	None
mufti	mufti	Nan
mug	âm	None
mugdi	tối	Nan
mudan	đáng	None
mugga	âm	None
mudaharaado	trình	None
mudadii	đoạn	None
moxamed	mohamed	Nan
moxamud	mohammed	None
mozilla	mozilla	Nan
mp	mp	None
mr	ông	None
mualif	caliph	Nan
mucaarad	đối	None
mucaaradadiyå	quân	None
mucaaradka	đối	None
mucaaradku	đối	None
mucaaridka	đối	None
mucjisa	lạ	None
mucjiso	lạ	None
mudada	đoạn	None
mudadi	mũi	None
mudaharaadka	tình	None
muhammed	lầm	None
muhiim	trọng	None
muhiima	trọng	None
murusade	nói	None
musaanbiiq	phận	None
musanbiig	nhạc	None
musdalifa	muslimifa	Nan
muse	hiện	None
musha	trả	None
mushaar	trả	None
musharaxa	viên	None
musharaxnimada	viên	None
muslim	hồi	None
muslimay	hôn	None
muslimiin	hồi	None
muslimiinta	hồi	None
muslimka	hồi	None
muslimku	hồi	None
murtida	tường	None
murti	murti	Nan
mursal	ca	None
murra	chuột	None
muhiimada	nghĩa	None
muhiimka	trọng	None
muhiimsan	trọng	None
mujaaahidka	mujahid	Nan
mujaahidiinta	hồi	None
mujaahidiintii	hồi	None
mujaddidka	hồi	None
mowliid	vào	None
mukhtaar	mukhtaar	Nan
munaasibada	dịp	None
munaasibadaasi	đó	None
muqawim	muqwim	Nan
muqbil	cua	None
muqdisho	mogadishu	Nan
muqdishu	mogadishu	Nan
muran	cãi	None
mukulaal	mèo	None
movement	trào	None
most	lớn	None
moskow	moskow	Nan
milatari	quân	None
milatariga	quân	None
milateri	quân	None
milateriba	quân	None
milateriga	quân	None
milaterigu	quân	None
militari	quân	None
militariga	quân	None
milkiilaha	hữu	None
millateriga	quân	None
milyan	triệu	None
min	thiểu	None
mina	được	None
minaaradii	tháp	None
mindhaa	có	None
miiska	bàn	None
miisaanka	nặng	None
miisaan	nặng	None
miiroon	micron	Nan
midnimadii	kết	None
midnimo	kết	None
midoobay	kết	None
midoobaywaxa	hiệp	None
midoobeen	kết	None
midoobidii	hiệp	None
midoobo	nhập	None
miracas	là	None
midow	hiệp	None
midowgaasi	đó	None
midtahay	là	None
midyihiin	kết	None
miigagii	tôi	None
miiggan	miiggan	Nan
miilaadiga	đông	None
miimka	mika	Nan
midowga	hiệp	None
midna	ai	None
miraha	hạt	None
mirfle	qua	None
moobiilada	động	None
mood	trang	None
moodaa	như	None
moodaaye	trang	None
mooday	nghĩ	None
moodey	nghĩ	None
mooge	trùm	None
moomaahee	gì?	Nan
moos	chuối	None
mooska	chuối	None
mooyaane	khi	None
mooyaanehaddaba	chắc	None
mooyee	khi	None
mooyi	khi	None
more	hơn	None
montenegro	montlahoma	Nan
monako	mùa	None
mohamud	mohamud	Nan
mohamed	mohamed	Nan
mirifle	qua	None
miroodka	trái	None
mirro	lăn	None
mise	là	None
miskiga	nghèo	None
misna	misna	Nan
mitterrand	mitterrand	Nan
mire	bùn	None
miyaa	là	None
miyi	siêu	None
miyiga	nông	None
miyuu	là	None
mobile	động	None
mobiles	động	None
module	mô-đun	Nan
mogadisho	mogadishu	Nan
miyaan	sẽ	None
marshey	lầy	None
odhanjiray	nói	None
odiweyn	lớn	None
qofkaste	người	None
qofkii	người	None
qofku	người	None
qofna	ai	None
qolo	hội	None
qoob	nhảy	None
qoomido	tiếc	None
qoomiyado	tiếc	None
qoonedhangaloowbeydaaniyo	gia	None
qoor	cái	None
qoqobnaan	ly	None
qora	viết	None
qoraa	giả	None
qoraaga	giả	None
qoraagii	giả	None
qofkasta	người	None
qoraal	viết	None
qofkale	khác	None
qofba	người	None
qiyaasay	đo	None
qiyaasi	tưởng tượng	Nan
qiyaaso	tưởng tượng	Nan
qiyaasta	liều	None
qiyaastii	khoảng	None
qiyidaaq	biện	None
qm	qm	Nan
qod	đào	None
qodaal	đào	None
qoday	lên	None
qodiddii	lên	None
qodin	đào	None
qodob	báo	None
qodobka	báo	None
qof	người	None
qofka	người	None
qoraalada	văn	None
qoraaladii	văn	None
qoraalka	văn	None
qorituurkii	già	None
qorituurkuna	trời	None
qoro	viết	None
qorshahan	này	None
qorshe	kế	None
qoryo	gỗ	None
qoryooley	rừng	None
qosol	cười	None
qoto	sâu	None
qowmiyada	tộc	None
qoys	gia	None
qoyska	gia	None
qoyskii	gia	None
qubbi	tắm	None
qubo	đổ	None
qorista	viết	None
qorigii	súng	None
qorida	viết	None
qori	viết	None
qoraalkaan	này	None
qoraalkan	này	None
qoraalkii	văn	None
qoraalo	văn	None
qoraan	viết	None
qoraha	giả	None
qoran	văn	None
qiyaasaa	đo	None
qorax	trời	None
qoraxeey	nắng	None
qoraxey	nắng	None
qoray	viết	None
qore	giả	None
qoreen	văn	None
qoremaxamed	mohammed	None
qorey	văn	None
qoraxda	trời	None
qubrista	tắm	None
qiyaasa	đo	None
qiyaame	sinh	None
qaybkamida	phần	None
qaybo	phận	None
qaybood	phần	None
qaybqaateen	gia	None
qaybsaday	chia	None
qaybsantaa	chia	None
qaybsantahay	chia	None
qaybsha	cách	None
qaybta	phần	None
qaybtan	này	None
qaybtii	phần	None
qayka	rừng	None
qayraadkiisa	của	None
qeebaha	phận	None
qeebiyay	tả	None
qaybiyaa	phối	None
qeebood	phận	None
qaybin	phát	None
qaybaha	phần	None
qasaare	cuộc	None
qasali	ép	None
qasbaa	phục	None
qasbay	ép	None
qasim	pha	None
qassem	lẫn	None
qatar	qatar	None
qawmiyada	tộc	None
qaxay	trốn	None
qaxii	tán	None
qaxoontiga	nạn	None
qaxooti	nạn	None
qaxootiga	nạn	None
qayawoowgii	quá	None
qayb	phần	None
qaybgasho	tham	None
qeebsama	chia	None
qeebsanaa	chia	None
qeexayey	tả	None
qiimo	trị	None
qiiq	khói	None
qilaafeen	chối	None
qilaafsan	ý	None
qir	nhìn	None
qirayaa	thừa	None
qireen	thừa	None
qirista	nhìn	None
qiritaanka	tội	None
qiritaanku	tội	None
qisadaan	này	None
qisadan	này	None
qisadii	chuyện	None
qisooyin	chuyện	None
qiyaamaha	viễn tưởng	Nan
qiimayn	giá	None
qiimaha	trị	None
qibladeedii	nghiệm	None
qiblada	bay	None
qeexaysaa	tả	None
qeeyb	phần	None
qeyb	phần	None
qeybaha	phận	None
qeybisa	chia	None
qeybiya	phát	None
qeybiyaa	phối	None
qiyaas	đo	None
qeybiyey	phối	None
qeybood	phận	None
qeybsaday	chia	None
qeybsan	chia	None
qeybta	phần	None
qeybteeda	của	None
qeyliye	lên	None
qibdhiya	kêu	None
qeybiyo	phận	None
qubrus	síp	None
qudaarta	rau	None
qudha	có	None
raqiisanyihiin	hơn	None
raran	haran	Nan
rash	hoa	None
rashid	tìm	None
rashiid	lên	None
raskambooni	ảnh	None
rasmi	thức	None
rasmiga	thức	None
rasuul	đồ	None
rasuulka	đồ	None
rasuulkeennii	tôi	None
rasuulkii	đồ	None
rasuulkiisa	đồ	None
rasuulku	đồ	None
rasuululaah	đồ	None
raqiis	rẻ	None
rate	lệ	None
raq	raq	Nan
rammadaan	này	None
raggii	ông	None
raggiisiiye	ấy	None
ragii	ông	None
ragow	ông	None
raiisalwasaare	tướng	None
raiisul	chịu	None
raisul	khô	None
raisulwasare	khô	None
rajab	mạng	Nan
rajada	vọng	None
rajaynayaa	vọng	None
rajeynayaa	vọng	None
rajiimkii	sứ	None
rajo	mong	Nan
ramadaan	sập	None
ranges	dãy	None
rati	chuột	None
raxay	giết	None
raxmaan	tốt	None
reerkiisa	ấy	None
reerkiisii	ấy	None
reerkooda	họ	None
reernimada	sinh	None
reero	gia	None
regime	độ	None
region	vực	None
regions	vùng	None
register	ký	None
release	phóng	None
repubblica	repubblica	Nan
republic	hòa	None
rer	rer	Nan
resolution	giải	None
ri	tìm	None
reerkiina	gia	None
reerka	gia	None
reergalbeedku	tây	None
reeraha	gia	None
rayaale	rayale	Nan
rayaan	ture	Nan
rayidka	dân	None
raysal	đuối	None
rc	rc	Nan
realtime	thực	None
recognition	công	None
ragga	ông	None
ree	bán	None
reebaana	cấm	None
reebay	trừ	None
reebban	lệ	None
reebka	lệnh	None
reebo	trừ	None
reer	gia	None
reera	gia	None
reeb	lệnh	None
ragaadisay	méo	None
raga	lưới	None
rag	ông	None
qurxoon	đẹp	None
qusa	chà	None
qusay	lo	None
qusayi	lạnh	Nan
quudhsadaye	thường	None
quudhsi	thường	None
quudiyaah	cả	None
ra	mua	None
raaca	theo	None
raacaan	theo	None
raacay	sau	None
raacdey	sau	None
raaceen	sau	None
raacin	theo	None
raacineysaa	thêm	None
qurxan	đẹp	None
quruxsan	đẹp	None
quruxna	đẹp	None
quruxda	đẹp	None
qudus	thánh	None
qumaatiga	tự động	Nan
qura	có	None
quraan	koran	None
quraanka	koran	None
quraankiisa	ấy	None
quraysh	quraysh	Nan
raaciyey	thêm	None
qurayshtu	qurays	Nan
qurbac	rác	None
qurbaha	ngoài	None
qurbajoogga	cư	None
qureysh	sáng	None
qureysheed	tuộc	None
qureyshtu	ăn	None
qurux	đẹp	None
qurba	bán	None
qarsoon	ẩn	None
raaco	theo	None
raacsanyahay	ý	None
raba	chia	None
rabaa	muốn	None
rabaan	muốn	None
rabay	muốn	None
rabbi	giáo sĩ	Nan
rabbigiis	thỏ	None
rabiic	rabiic	Nan
rabin	nửa	None
rabitaanka	khát	None
rabo	phận	None
rabtay	muốn	None
rada	rada	Nan
radio	đài	None
radius	kính	None
rafaadkii	khổ	None
raaxo	mái	None
raaxeestaan	thức	None
raaxaysto	thức	None
raaxaystaan	thức	None
raad	vết	None
raadi	tìm	None
raadiyo	đài	None
raadkaan	này	None
raadkii	vết	None
raadraaca	dõi	None
raage	chùng	Nan
raacsan	dõi	None
raagge	chậm	None
raahibka	mái	None
raali	tiếc	None
raalli	lòng	None
raascaseyr	vợt	Nan
raashin	ăn	None
raaskambooni	hoa	None
raaxaysta	mình	None
raahib	rap	None
qarsoodiya	mật	None
qarsoodi	mật	None
qarshe	thúc	None
part	phần	None
parts	phận	None
party	tiệc	None
paul	paul	None
period	đoạn	None
peru	peru	None
petit	nhắn	None
phone	thoại	None
phones	thoại	None
photos	ảnh	None
political	trị	None
pompidou	pompidou	Nan
port	cảng	None
possible	thi	None
power	quyền	None
parliamentary	viện	None
price	bán	None
paris	paris	Nan
packet	gói	None
organized	chức	None
orgi	cực	None
orod	chạy	None
orodada	chạy	None
oromo	gà	None
osman	osman	Nan
osoble	osoble	Nan
ossetia	ossetia	None
ostariya	châu	None
ot	không	None
other	khác	None
outlook	điểm	None
overview	tổng	None
ow	nợ	None
p	p	Nan
pakistaan	pakistan	None
primary	cấp	None
private	tư	None
prof	tin	None
qaadan	lấy	None
qaadanay	lấy	None
qaadanaya	lấy	None
qaadanaysaa	nhận	Nan
qaadaneynaa	lấy	None
qaadanno	lấy	None
qaadano	lấy	None
qaadashada	lấy	None
qaadataa	nhận	Nan
qaadataan	lấy	None
qaadatay	lấy	None
qaadatey	lấy	None
qaaday	lấy	None
qaadaya	chở	None
qaadayaan	chở	None
qaadaan	mang	None
qaadaa	mang	None
qaada	mang	None
qaad	lấy	None
professor	sư	None
protocol	thức	None
provide	cấp	None
province	tỉnh	None
psu	psu	Nan
public	cộng	None
punltand	chữ	None
org	cực	None
puntland	phố	None
qaab	dạng	None
qaababka	trưng	None
qaabiil	gia	None
qaabisho	rồi	None
qaabka	dạng	None
qaabkan	này	None
qaabkii	dạng	None
puławy	khăn	None
oren	chó	None
ordayey	chạy	None
orday	chạy	None
oggolaa	ý	None
ognahay	tôi	None
ogol	phép	None
ogolaaday	ý	None
ogolaan	ý	None
ogolaanaya	ý	None
ogolyahay	phép	None
ogosto	tám	None
ogsoon	cảnh	None
ogsoonoow	cảnh	None
ogtahay	bạn biết	Nan
ogyahay	biết	Nan
oktobar	tháng	None
oktober	tháng	None
oktoobar	tháng	None
ogeyn	biết rôi	Nan
ogayd	biết	Nan
ogalaa	phép	None
ogadenya	thừa	None
odoyaashii	tuổi	None
of	của	None
offer	phục	None
official	thức	None
og	og	Nan
oga	cấp	None
ogaadaan	biết rôi	Nan
olalihii	dịch	None
ogaaday	hiện	None
ogaadey	hiện	None
ogaado	tìm	None
ogaal	ý	None
ogaato	tìm	None
ogaayeen	biết	Nan
ogaden	trước	None
ogadenia	biệt	None
ogaadeen	phá	None
qaadayo	chở	None
olol	ngọn	None
ololeeyey	động	None
ookorreeye	vòng	None
ool	ool	Nan
oon	nước	None
oona	nước	None
ooryeheer	cấp	None
oow	ồ vâng	Nan
ooy	lóc	None
ooyaayoo	khóc	None
operate	vận	None
operators	thác	None
optional	bắt	None
or	là	None
oradadawaxa	trốn	None
oran	đề	None
oranjiray	cam	None
oohinta	khóc	None
oohin	khóc	None
oogista	truy tố	Nan
oogaan	miện	None
ololihii	dịch	None
olombikada	hội	None
omaar	biệt	None
omar	trẻ	None
on	ta	None
one	một	None
online	trực	None
olole	trại	None
only	có	None
oo	và	None
ood	tốt	None
ooda	xe	None
oodhan	rồi	None
oodwayne	oodwayne	Nan
oofin	thành	None
ooga	ooga	Nan
ontorodeegaan	trực	None
odhankaro	trận	None
qaadaysa	chở	None
qaade	tầm	None
qadiimi	xưa	None
qadiimiga	các	None
qadiimisan	xưa	None
qadiimka	các	None
qadiimsan	xưa	None
qafaashay	tù	None
qalaad	lạ	None
qalaafe	sư	None
qalaaye	tục	None
qalab	thiết	None
qalabka	liệu	None
qalabkoodi	họ	None
qalad	lỗi	Nan
qalalaase	xáo	None
qalbi	tim	None
qadiim	xưa	None
qalbiga	tim	None
qadeeyey	trưa	None
qadaro	tiền	None
qabsadeen	chiếm	None
qabsadeenwaxa	giữ	None
qabsado	kịp	None
qabsashada	nghiệp	None
qabsatay	chiếm	None
qabtaa	làm	None
qabtaan	chúng	None
qabtay	chức	None
qabteen	ông	None
qabtey	chức	None
qabto	giữ	None
qadaafi	gaddafi	Nan
qadar	tiền	None
qadarka	số	None
qadarkaas	đó	None
qaddarka	số	None
qalbigiisa	ấy	None
qalbigu	tim	None
qaldan	lầm	None
qardho	khắc	None
qare	hấu	None
qargistan	này	None
qariirada	đồ	None
qarin	giấu	None
qarinayaan	giấu	None
qarisay	giấu	None
qarni	hệ	None
qarniga	hệ	None
qarnigan	này	None
qarnigii	kỷ	None
qarniyadii	kỉ	None
qarniyo	kỉ	None
qarnka	hệ	None
qarsado	ẩn	None
qardaawi	vệ	None
qarannimada	tộc	None
qaranku	gia	None
qarankan	này	None
qalday	lầm	None
qaleel	khô	None
qalin	chì	None
qamadi	mì	None
qamadiga	mì	None
qanacsanyihiin	lòng	None
qandala	ngạo	None
qabsaday	giữ	None
qaraar	đắng	None
qaraha	hấu	None
qaramada	gia	None
qarameynayay	hoành	None
qaran	gia	None
qaranf	gia	None
qaranimada	tộc	None
qaranka	gia	None
qarad	nổ	None
qabrigiisa	ta	None
qabrigii	mộ	None
qabriga	mộ	None
qaangaar	lớn	None
qaanuunka	luật	None
qaar	số	None
qaarad	lục	None
qaarada	lục	None
qaaradaha	lục	None
qaaradda	lục	None
qaaradood	lục	None
qaarba	cho nhau	Nan
qaarda	số	None
qaarkale	khác	None
qaarkamida	số	None
qaarkood	số	None
qaarkoodna	họ	None
qaarna	khác	None
qaamuusyada	điển	None
qaamuuskan	này	None
qaamuuska	điển	None
qaamuus	giải	None
qaadeen	lấy	None
qaadey	lấy	None
qaadi	lấy	None
qaadidda	bỏ	None
qaadiga	phán	None
qaadiriyada	tòa	None
qaadku	khí	Nan
qaas	riêng	None
qaadno	lấy	None
qaadtay	lấy	None
qaadye	hỏng	None
qaali	đắt	None
qaalib	thưa	None
qaaliga	thưa	None
qaalin	thưa	None
qaalisan	đắt	None
qaado	lấy	None
qaadday	lấy	None
qaasim	biệt	None
qaataa	nhận	Nan
qabay	cưới	None
qabeelo	lạc	None
qabeen	có	None
qabey	cưới	None
qabiil	hội	None
qabiilada	lạc	None
qabiiladaoogoozoo	qabiiladaoogoozoo	Nan
qabiilka	lạc	None
qabiilo	lạc	None
qabiilooyin	lạc	None
qabo	có	None
qaboow	mẻ	None
qaboowdahay	tuyệt	None
qabow	mẻ	None
qabridahare	nghĩa	None
qabaw	lạnh	Nan
qabatimay	nghiện	None
qabashadiisuna	ấy	None
qabankarin	đó	None
qaataan	lấy	None
qaatay	lấy	None
qaateen	nuôi	None
qaatey	nuôi	None
qaato	lấy	None
qaba	nhiễm	None
qabaa	nghĩ	None
qaata	người	None
qabaailada	lạc	None
qabaailkii	lạc	None
qabaal	ăn	None
qabaan	có	None
qaban	làm	None
qabanayaa	làm	None
qabanayaan	làm	None
qabane	giữ	None
qabaailka	lạc	None
marsada	qua	None
marqudha	gian	None
marooko	voi	None
kooxda	nhóm	None
kooxdii	nhóm	None
kooxo	nhóm	None
kor	trên	None
koraaye	hơn	None
koray	lên	None
koraysaaye	phải	None
kordhaha	tăng	None
kordhi	tăng	None
kordhinta	rộng	None
kordhiyay	tăng	None
kordhiyey	hệ	None
kordhiyo	rộng	None
kordhoban	tăng	None
kordufan	tăng	None
kooxaha	nhóm	None
kore	lá	None
koox	nhóm	None
kooshin	học	None
koofureed	nam	None
koofurgalbeed	nam	None
koofurta	nam	None
koonfur	nam	None
koonfurba	nam	None
koonfurbari	nam	None
koonfureed	nam	None
koonfureedka	nam	None
koonfureedna	nam	None
koonfurta	nam	None
koonfurtu	nam	None
koonfurtuna	nam	None
koontaroolla	khiển	None
kooraha	diệc	None
koosar	học	None
koowaad	tiên	None
