<i>	<i>	None
похідні	sooyaal	Nan
почав	bilaabay	None
почався	bilaabay	None
почала	bilaabay	None
почалася	bilaabay	None
почали	bilaabay	None
почалися	bilaabay	None
поширюються	loo	None
почало	bilowga	Nan
початки	bilowga	Nan
початкова	bilowga	Nan
початковий	bilowga	Nan
початкових	bilowga	Nan
початкової	bilowga	Nan
початком	bilowga	Nan
початку	bilaabo	None
почалося	bilaabay	None
правлячої	xukuma	Nan
поширюється	waa	None
поштовх	dhiirigelin	None
права	xuquuqda	None
правами	xuquuqda	None
правах	xuquuqda	None
правда	run	None
правди	runta	None
правду	runta	None
правил	xeerarka	None
правила	xeerarka	None
правилами	xeerarka	None
правило	sharci	None
правильний	sax	None
правильно	sax	None
правитель	taliye	None
правителя	taliyihii	None
правителі	taliyayaasha	Nan
прав	sax	None
поїздки	safarka	None
поєднує	daraa	None
поєднанні	darka	None
пошук	raadin	Nan
пошуках	raadinta	Nan
пошуки	raadin	Nan
пошуку	raadin	Nan
поява	muuqaal	Nan
появи	muuqday	None
появою	muuqaal	Nan
пошти	boostada	Nan
появу	muuqaal	Nan
пояснення	sharraxaad	Nan
пояснити	loo	None
пояснюють	sharrax	Nan
пояснює	sharaxaa	Nan
пояснюється	sharxay	Nan
поясу	suunka	Nan
поєднання	darka	None
пояс	suunka	Nan
президента	madaxweynaha	None
президентом	madaxweynaha	None
президії	presidium	Nan
принципі	mabda &#39;	Nan
принципів	mabaadi&#39;da	Nan
припадає	xisaabaadka	None
припинення	joojinta	Nan
припинити	la	None
припускають	soo	None
припущення	mala awaal	Nan
природа	dabeecadda	Nan
природи	dabeecadda	Nan
природне	ah	None
природний	ah	None
природним	ah	None
природними	ah	None
природних	ah	None
природничих	ah	None
принципу	mabda &#39;	Nan
принципом	mabda &#39;	Nan
принципово	mabda &#39;ahaan	Nan
принципи	mabaadi&#39;da	Nan
прикметник	tilmaam	Nan
прикметники	ujeedooyin	Nan
прикметників	ujeedooyin	Nan
прикраси	qurxinta	Nan
прилади	aaladaha	Nan
примірників	koobiyada	Nan
примітки	qoraalada	None
природного	ah	None
приміщення	qolal	Nan
принаймні	yaraan	None
приналежність	isku	None
принесли	keenay	None
приносить	keeno	None
принцип	mabda &#39;	Nan
принципами	mabaadi&#39;da	Nan
принципах	mabaadi&#39;da	Nan
приміщенні	gudaha	None
прикладів	tusaalooyin	Nan
природної	ah	None
природою	dabeecadda	Nan
притаманна	dhaxalka	None
притаманний	ahaan	None
притаманні	dhaxalka	None
притоки	xoogsi	Nan
прихильниками	taageerayaasha	None
прихильники	taageerayaasha	None
прихильників	taageerayaasha	None
прихильність	nimco	Nan
приходить	yimaado	None
приходом	imaanshaha	Nan
приходу	imaanshaha	Nan
причин	sababaha	None
причина	sabab	None
причинами	sababaha	None
причини	sababaha	None
присутній	xaadir	Nan
присутні	xaadir	Nan
присутня	joogaa	None
присутності	joogitaan	Nan
природу	dabeecadda	Nan
природі	dabeecadda	Nan
приросту	koritaanka	Nan
приріст	kordhiyo	None
присвятив	u	None
присвячена	u	None
присвячений	u	None
природні	ah	None
присвячено	u	None
прискорення	dardargelinta	Nan
прислівник	adverb	Nan
прислівники	maahmaaho	Nan
пристосування	qabsashada	None
пристрої	aaladaha	Nan
пристроїв	aaladaha	Nan
пристрій	qalab	None
присвячені	u	None
прикладом	laakiin	None
приклади	tusaalooyin	Nan
приклад	tusaale	None
приватна	gaar	None
приватний	gaar	None
приватними	gaar	None
приватних	gaar	None
приватного	gaar	None
приватної	gaar	None
приватні	gaar	None
привела	hogaamiyay	Nan
привели	hogaamiyay	Nan
привело	hogaamiyay	Nan
приводить	inuu	None
приводом	wadid	Nan
приводу	wadid	Nan
привілеї	mudnaanta	Nan
приголосний	shibane	None
прибуток	faa&#39;iido	Nan
прибутків	faa&#39;iidooyinka	Nan
прибутку	faa&#39;iido	Nan
приблизно	saabsan	None
прекрасне	ah	None
премєра	bilowga	Nan
премєрміністр	wasaare	None
премєрміністра	wasaaraha	None
премєрміністром	wasaare	None
премію	abaalmarin	Nan
премія	bixin	None
приголосних	shibannada	Nan
премії	abaalmarino	Nan
пресвятої	wada	None
преси	wargeysyada	Nan
престол	carshiga	Nan
престолу	carshiga	Nan
пресі	saxaafadda	None
при	at	None
прибережних	xeebta	None
преса	riix	Nan
приголосні	shibannada	Nan
придане	yarad	Nan
придбання	helitaan	Nan
прийняв	aqbalay	None
прийняла	aqbalay	None
прийняли	aqbalay	None
прийнята	aqbalay	None
прийняти	la	None
прийнятий	aqbalay	None
прийнято	aqbalay	None
приймає	aqbalayaa	Nan
прийняття	korsasho	Nan
прийняті	aqbalay	None
прийом	soo	None
прийоми	soo	None
прийомів	soo	None
прийшла	yimid	None
прийшли	yimid	None
прийшов	yimid	None
прийняттям	aqbalaad	Nan
причому	iyo	None
приймають	aqbal	Nan
призначені	talagalay	None
придбати	iibso	None
придніпровської	dnieper	Nan
придушення	xakamaynta	Nan
приділяв	bixiyay	None
призвела	hogaamiyay	Nan
призвели	hogaamiyay	Nan
призвело	hogaamiyay	Nan
приймати	aqbal	Nan
призвести	horseed	None
призвів	hogaamiyay	Nan
призначає	magacaabaa	None
призначається	loo	None
призначений	talagalay	None
призначення	balanta	Nan
призначенням	balanta	Nan
призначено	loo	None
призводить	horseedaa	Nan
пірамід	ahraamta	Nan
піраміда	ahraam	Nan
піраміди	ahraamta	Nan
рос	ос	Nan
роса	dharab	Nan
рослин	dhirta	None
рослини	dhirta	None
рослинний	khudradda	Nan
рослинного	khudradda	Nan
рослинності	doogga	Nan
рослинність	doogga	Nan
росте	koraya	Nan
рости	koraan	Nan
росток	ubax	None
росту	koritaanka	Nan
ростуть	koraan	Nan
російська	ruush	None
російський	ruush	None
романів	sheekooyin	Nan
романі	sheekooyin	Nan
роману	sheeko	None
романтизму	jacayl	None
рокнролу	rock&#39;n&#39;roll	Nan
рококо	rococo	Nan
роком	sanadka	None
роксолана	roxolana	Nan
роксолани	roxolani	Nan
року	sanadka	None
року	sanadka	None
російським	ruush	None
рокфеллер	rockefeller	Nan
роль	door	None
ролі	doorarka	Nan
роман	sheeko	None
романа	sheeko	None
романи	sheekooyin	Nan
романом	sheeko	None
романтизм	jacayl	None
років	sano	None
рокмузика	dhagaxa	None
російськими	ruush	None
російського	ruush	None
руди	macaan	None
руйнування	halaag	None
рук	gacmaha	None
руках	gacmaha	None
руки	gacmaha	None
румунія	romania	None
румунією	romania	None
румунії	romania	None
руси	ruush	None
русифікації	goynta	Nan
руслі	kanaalka	None
русской	ruush	None
руссо	ruush	None
русь	rus	Nan
руська	ruush	None
руда	macaan	None
руд	rood	Nan
рубежі	xuduudaha	None
рр	рр	Nan
російському	ruush	None
російськоукраїнський	ruushka-yukreeniyaan	Nan
російською	ruush	None
російської	ruush	None
російську	ruush	None
російські	ruush	None
російській	ruush	None
російських	ruush	None
росію	ruushka	None
росіян	ruushka	None
росіяни	ruushka	None
росією	ruushka	None
росії	ruushka	None
ротор	rotor	Nan
ротунда	rotunda	Nan
році	sanadka	None
росія	ruushka	None
руське	ruush	None
роки	sano	None
роками	sano	None
розповсюдження	faafinta	None
розповідає	sheegayaa	None
розповідь	sheeko	None
розповіді	sheekooyinka	None
розподіл	qaybinta	Nan
розподілу	qaybinta	Nan
розпорядження	amar	None
розпорядженні	karo	None
розпочав	bilaabay	None
розпочався	bilaabay	None
розпочала	bilaabay	None
розпочалася	bilaabay	None
розпочалися	bilaabay	None
розпочалося	bilaabay	None
розпочато	bilaabay	None
розпаду	burburka	None
розпад	burburka	None
розо	casaan	Nan
розміщуються	la	None
розмежування	kalimad	Nan
розмноження	taranka	Nan
розмовляють	hadlaan	None
розмовної	wadahadal	None
розмір	cabir	None
розмірами	cabirro	Nan
розмірах	cabirro	Nan
розрахунку	xisaabinta	Nan
розміри	cabirrada	Nan
розміру	cabir	None
розмірі	cabir	None
розмірів	cabirro	Nan
розмітки	calaamadaha	Nan
розміщена	dhajiyay	Nan
розміщення	dhigista	Nan
розміщені	dhajiyay	Nan
розміром	cabir	None
роках	sano	None
розрив	farqiga	Nan
розробили	horumaray	Nan
розум	maanka	None
розумом	maanka	None
розуму	maanka	None
розумів	fahmay	None
розуміння	fahamka	None
розумінні	fahamka	None
розуміти	fahmay	None
розуміють	fahmay	None
розуміючи	fahamka	None
розуміється	dabcan	Nan
розходяться	kala	None
розчин	xalka	Nan
розчини	xalalka	Nan
розширення	fidinta	None
рок	weyn	None
розташуванням	goobta	None
розташування	goobta	None
розташовується	yaal	None
розташовані	yaal	None
розробка	horumarin	Nan
розробки	horumarin	Nan
розробку	horumarin	Nan
розроблена	horumaray	Nan
розроблений	talagalay	None
розроблено	horumaray	Nan
розроблені	horumaray	Nan
розробив	horumaray	Nan
розробці	horumarin	Nan
розселення	u	None
розслідування	baaritaan	None
розташована	yaal	None
розташоване	yaal	None
розташований	yaal	None
розташованих	yaal	None
розташовано	yaal	None
розрізняють	kala	None
руських	ruush	None
руського	ruush	None
руської	ruush	None
сайту	goobta	None
сайті	goobta	None
сайтів	goobaha	None
сам	naftiisa	None
сама	lafteeda	Nan
самара	samara	Nan
саме	ah	None
самий	aad	None
самим	naftooda	None
самих	naftooda	None
само	lafteeda	Nan
самоврядування	degmo	None
самого	badan	None
самому	naftiisa	None
самосвідомості	is-barasho	Nan
сайти	goobaha	None
сайт	goobta	None
саду	beerta	None
сад	beerta	None
річкою	wabiga	None
річку	wabiga	None
річна	ah	None
річний	ah	None
річного	ah	None
річок	wabiyada	None
річці	wabiga	None
самостійна	banaan	None
річчю	shay	None
рішення	go’aan	Nan
рішенням	xalka	Nan
рішень	xalalka	Nan
с	leh	None
сабіни	sababa	Nan
сагайдачний	ruxid	Nan
сагайдачного	ruxid	Nan
річчя	sanad	None
річкових	wabiga	None
самостійно	madaxbanaan	None
самостійної	banaan	None
своя	leh	None
своє	leh	None
своєму	isaga	None
своєрідний	ah	None
своєрідним	ah	None
своєрідною	ah	None
своєрідні	ah	None
своєю	uu	None
своєї	ay	None
свої	aad	None
своїй	uu	None
своїм	uu	None
своїми	ah	None
своїх	ah	None
свят	adduunka	None
свою	naftaada	Nan
свого	uu	None
свободу	xorriyadda	Nan
свободи	xorriyadda	Nan
самостійну	banaan	None
самостійні	banaan	None
самої	badan	None
саму	kali	None
самців	lab	None
самі	naftooda	None
самій	naftiisa	None
самостійності	madaxbanaanida	None
сан	sharaf	None
саркофаг	sarcophagus	Nan
сармати	sarmati	Nan
сарматів	sarmati	Nan
сатира	caajis	None
св	st	None
свобод	xorriyadda	Nan
свобода	xorriyadda	Nan
санктпетербург	st. petersburg	Nan
річковий	wabiga	None
річки	wabiga	None
річка	wabiga	None
рівень	heer	None
рівне	rivne	Nan
рівнем	heer	None
рівненська	rivne	Nan
рівнина	cad	None
рівнини	bannaanka	Nan
рівноваги	dheelitirka	Nan
рівності	sinnaan	Nan
рівня	isleeg	None
рівняння	isleeg	None
рівнях	heerarka	Nan
рівні	heerarka	Nan
рівнів	heerarka	Nan
рівність	sinnaan	Nan
ріг	gees	None
рєпін	u	None
ряді	saf	Nan
ряду	saf	Nan
рядом	dhaw	None
руські	ruush	None
русі	dhaqdhaqaaq	None
рутеній	ruthenium	Nan
рух	dhaqdhaqaaq	None
рухаються	guuraya	Nan
рухи	dhaqdhaqaaqa	None
рухом	dhaqdhaqaaq	None
рід	reerka	None
руху	dhaqdhaqaaq	None
руїни	burburka	None
рф	rf	Nan
ршухевич	евич	Nan
ршухевича	евича	Nan
ряд	tirada	None
ряди	saf	Nan
рядки	khadadka	Nan
рухів	dhaqdhaqaaqa	None
рідко	dhif	Nan
рідкісних	naadir	Nan
рідних	qaraabada	Nan
різноманітними	duwan	None
різноманітних	duwan	None
різноманітні	duwan	None
різноманітність	duwan	None
різноманітністю	kala	None
різноманіття	kala	None
різною	duwan	None
різноманітний	duwan	None
різної	duwan	None
рік	sanadka	None
ріки	wabiyada	None
рікотта	ricotta	Nan
рільке	rilke	Nan
ріст	koritaanka	Nan
річ	shay	None
річард	richard	None
різні	duwan	None
розлучення	furiin	Nan
різноманітна	duwan	None
різновидів	noocyo	Nan
рідного	dhashay	None
рідною	dhashay	None
рідної	dhashay	None
рідше	badan	None
різдва	kirismas	Nan
різко	leh	None
різний	duwan	None
різного	duwan	None
різним	duwan	None
різних	duwan	None
різницю	u	None
різниця	kala	None
різниці	kala	None
різновид	duwan	None
різновиди	noocyo	Nan
різновидом	duwan	None
різними	duwan	None
розкопок	qodista	Nan
розкопки	qodis	Nan
розкол	go	None
регіон	gobolka	None
регіональний	goboleed	None
регіональних	goboleed	None
регіональні	goboleed	None
регіонами	gobollada	None
регіонах	gobollada	None
регіони	gobollada	None
регіону	gobolka	None
регіоні	gobolka	None
регіонів	gobollada	None
ред	ed	Nan
редактор	tifaftire	Nan
редакція	nooca	None
редакцією	waxaa	None
редакції	daabacaad	Nan
регулярно	ah	None
регулює	nidaamiyaa	Nan
регулюють	nidaaminta	Nan
регулювання	sharciyeynta	Nan
реальні	ah	None
реальність	xaqiiqada	None
реалізація	xaqiijinta	Nan
реалізації	hirgelinta	Nan
реалізм	ah	None
реалізму	ah	None
реалізувати	garasho	None
режим	taliska	None
реалізується	hirgaliyay	Nan
революційного	kacaan	None
революційної	kacaan	None
революційні	kacaan	None
революцію	kacaan	None
революція	kacaan	None
революції	kacaan	None
регбі	rugby	Nan
революційних	kacaan	None
реальної	ah	None
режими	hababka	None
режиму	hab	None
рекомендується	lagu	None
реконструкції	dhiska	None
рельєф	nasinta	Nan
рельєфу	nasinta	Nan
релігій	diimaha	None
релігійна	diinta	None
релігійне	diinta	None
релігійний	diinta	None
релігійним	diinta	None
релігійними	diinta	None
релігійних	diinta	None
релігійного	diinta	None
релігійної	diinta	None
релігійні	diinta	None
релігію	diinta	None
рекомендації	talooyin	Nan
рекламу	xayeysiinta	Nan
реклами	xayeysiinta	Nan
реклама	xayeysiinta	Nan
режимі	hab	None
режимів	hababka	None
режисер	agaasime	None
резедові	dejiye	Nan
резиденція	deganaansho	Nan
резиденції	deganaansho	Nan
резонанс	resonance	Nan
режимом	hab	None
результат	natiijo	Nan
результати	natiijooyinka	Nan
результатом	natiijada	None
результаті	natiijooyinka	Nan
результатів	natiijooyinka	Nan
рейси	duullimaadyada	Nan
рейтинг	qiimeynta	Nan
рейтингу	qiimeynta	Nan
результатами	natiijooyinka	Nan
реальності	xaqiiqada	None
реального	ah	None
реально	runtii	None
радою	gole	Nan
раду	farax	None
радянська	soofiyeeti	Nan
радянський	soofiyeeti	Nan
радянським	soofiyeeti	Nan
радянськими	soofiyeeti	Nan
радянських	soofiyeeti	Nan
радянського	soofiyeeti	Nan
радянському	soofiyeeti	Nan
радянською	soofiyeeti	Nan
радянської	soofiyeeti	Nan
радянську	soofiyeeti	Nan
радянські	soofiyeeti	Nan
радянській	soofiyeeti	Nan
раді	farax	None
радикальних	ah	None
ради	aawadood	Nan
рада	gole	Nan
рад	farax	None
пісень	heeso	None
піски	ciida	None
після	dib	None
пісню	heesta	None
пісня	heesta	None
піснями	heeso	None
пісні	heeso	None
радіації	shucaac	Nan
піти	bax	Nan
піфагора	pythagoras	Nan
пішла	raacay	None
пішли	tegey	None
пішов	bidix	None
піщанкові	ciida	None
раби	addoomo	None
рабів	addoomo	None
піфагор	pythagoras	Nan
радіо	raadiyaha	Nan
радіометр	raadiyaha mitirka	Nan
радіостанції	idaacadaha	None
ранні	hore	None
ранній	hore	None
ранніх	hore	None
рано	hore	None
раніше	hore	None
раси	jinsi	Nan
ратуші	magaalada	None
рання	hore	None
раунд	wareega	None
реактор	firfircoonaan	Nan
реактора	firfircoonaan	Nan
реакцій	ficil	None
реакцію	falcelin	Nan
реакція	falcelin	Nan
реакції	ficil	None
реальний	ah	None
рахунок	goolal	Nan
релігія	diinta	None
ранньої	hore	None
рамки	xarkaha	Nan
раз	waqti	None
рази	jeer	None
разом	wada	None
разу	jeer	None
разі	kiis	Nan
разів	jeer	None
рай	janno	None
раннього	hore	None
райграси	ryegrass	Nan
районами	aagagga	Nan
районах	aagagga	Nan
райони	aagagga	Nan
району	degmo	None
районі	aag	Nan
районів	aagagga	Nan
рамках	gudahood	Nan
район	aag	Nan
похідної	soosaarid	Nan
релігією	diinta	None
ремесел	gacanta	None
родин	qoysas	Nan
родина	reerka	None
родини	qoysas	Nan
родині	reerka	None
родичів	qaraabada	Nan
родовий	hidde	Nan
родовищ	dhigaalka	Nan
родовища	dhigaalka	Nan
родовище	dhigasho	Nan
родового	hidde	Nan
родовід	pedigree	Nan
родом	ahaan	None
роду	ah	None
родів	dhalmada	Nan
розбіжності	kala	None
роди	dhalo	Nan
рогу	gees	None
робітників	shaqaalaha	None
робітники	shaqaalaha	None
роберт	robert	Nan
робив	sameeyey	None
робили	sameeyey	None
робити	samee	Nan
робить	qabtaa	None
роблять	samee	Nan
робота	shaqada	None
розвивався	horumaray	Nan
роботах	shaqeeya	None
роботою	shaqada	None
роботу	shaqada	None
роботі	shaqada	None
робочих	shaqaalaha	None
робочого	shaqeeya	None
робочої	shaqeeya	None
робіт	shaqeeya	None
роботи	shaqada	None
рнк	rnk	Nan
розвивалася	horumaray	Nan
розвивалося	horumaray	Nan
розглядають	la	None
розглядаються	la	None
розглядає	tixgelin	Nan
розглядається	tixgelin	Nan
розгляду	tixgelin	Nan
розгортання	geyn	Nan
розділ	qaybta	None
розділена	qaybsan	Nan
розділення	go	None
розділені	kala	None
розділи	qaybaha	None
розділу	qaybta	None
розділів	qaybaha	None
розквіт	ubax	None
розквіту	barwaaqo	None
розглядати	tixgelin	Nan
розгляд	tixgelin	Nan
розвідки	sirdoonka	None
розвязання	xalka	Nan
розвиватися	isbeddel	Nan
розвиваються	horumarinta	None
розвиває	horumariyo	Nan
розвивається	horumarinta	None
розвинена	horumaray	Nan
розвинений	horumaray	Nan
розвинених	horumaray	Nan
розвивалися	horumaray	Nan
